0,-29.452002018827002,-17.867
1,-29.971598916043497,-17.867
2,-28.037084332016722,-17.867
3,-27.700782500593387,-17.867
4,-26.381932593963203,-17.867
5,-29.454122868970053,-17.867
6,-27.09274762114791,-17.867
7,-28.958477287819168,-17.867
8,-30.462427248005103,-23.4989
9,-29.587510340149766,-21.2646
10,-29.10689999476066,-19.6315
11,-29.6625597637499,-19.6315
12,-30.93532853289149,-19.6315
13,-30.008647539693378,-19.6315
14,-29.907238817982407,-19.6315
15,-28.10452400735602,-21.2646
16,-28.217261377391907,-21.2646
17,-29.32793524279596,-21.2646
18,-28.657071779737496,-21.2646
19,-27.102508927086273,-21.2646
20,-25.50567295058496,-21.2646
21,-27.35890835905625,-21.2646
22,-26.63468104579185,-21.2646
23,-26.530036692541486,-21.2646
24,-24.65780312967989,-21.2646
25,-25.425377998958034,-21.2646
26,-25.686476568443496,-21.2646
27,-25.498462986641016,-21.2646
28,-25.38106539957245,-21.2646
29,-25.691320122918167,-21.2646
30,-27.9876973366032,-21.2646
31,-24.7645979723119,-21.2646
32,-28.31841479784403,-21.2646
33,-26.86127967195994,-21.2646
34,-27.046752066646185,-21.2646
35,-27.303284355306076,-21.2646
36,-25.726731717058904,-21.2646
37,-24.487671647819123,-21.2646
38,-26.993446455062333,-21.2646
39,-26.571941848200893,-21.2646
40,-25.928245791343162,-21.2646
41,-26.612908961169815,-21.2646
42,-27.400312376200894,-21.2646
43,-25.342715247632434,-21.2646
44,-26.23088755657113,-21.2646
45,-26.03333217914495,-21.2646
46,-26.340789873446504,-21.2646
47,-26.028644332471373,-21.2646
48,-26.231468089855436,-21.2646
49,-25.90355154535784,-21.2646
50,-28.241024389437253,-21.2646
51,-25.61376565152605,-21.2646
52,-25.914826886742212,-21.2646
53,-25.844406115043736,-21.2646
54,-27.350730168191767,-21.2646
55,-28.129919222896817,-21.2646
56,-26.162483815939233,-21.2646
57,-27.77758435320029,-21.2646
58,-26.639854683925826,-21.2646
59,-27.93936050091794,-21.2646
60,-27.504784661927786,-21.2646
61,-26.85381471381888,-21.2646
62,-25.588537034765725,-21.2646
63,-25.811159305143114,-21.2646
64,-25.458673447340207,-21.2646
65,-26.3513740574438,-21.2646
66,-27.67943697035381,-21.2646
67,-27.165465791568106,-21.2646
68,-24.955267558830315,-21.2646
69,-25.77191540082149,-21.2646
70,-25.401310746425754,-17.867
71,-23.565557191954994,-17.867
72,-25.13817977646815,-17.867
73,-23.75786160093616,-17.867
74,-26.23327966794968,-17.867
75,-25.514942999871412,-17.867
76,-26.936729496038197,-17.867
77,-23.225271938651378,-17.867
78,-27.26711409217274,-17.867
79,-26.788216198791005,-17.867
80,-25.419415130912213,-17.867
81,-25.755424826937606,-17.867
