15:34:0,-29.452002018827002
15:34:1,-29.971598916043497
15:34:3,-28.037084332016722
15:34:4,-27.700782500593387
15:34:5,-26.381932593963203
15:34:7,-29.454122868970053
15:34:8,-27.09274762114791
15:34:9,-28.958477287819168
15:34:11,-30.462427248005103
15:34:12,-29.587510340149766
15:34:14,-29.10689999476066
15:34:15,-29.6625597637499
15:34:16,-30.93532853289149
15:34:18,-30.008647539693378
15:34:19,-29.907238817982407
15:34:20,-28.10452400735602
15:34:22,-28.217261377391907
15:34:23,-29.32793524279596
15:34:25,-28.657071779737496
15:34:26,-27.102508927086273
15:34:27,-25.50567295058496
15:34:29,-27.35890835905625
15:34:30,-26.63468104579185
15:34:32,-26.530036692541486
15:34:33,-24.65780312967989
15:34:34,-25.425377998958034
15:34:36,-25.686476568443496
15:34:37,-25.498462986641016
15:34:38,-25.38106539957245
15:34:40,-25.691320122918167
15:34:41,-27.9876973366032
15:34:42,-24.7645979723119
15:34:44,-28.31841479784403
15:34:45,-26.86127967195994
15:34:47,-27.046752066646185
15:34:48,-27.303284355306076
15:34:50,-25.726731717058904
15:34:51,-24.487671647819123
15:34:52,-26.993446455062333
15:34:54,-26.571941848200893
15:34:55,-25.928245791343162
15:34:56,-26.612908961169815
15:34:58,-27.400312376200894
15:34:59,-25.342715247632434
15:35:0,-26.23088755657113
15:35:2,-26.03333217914495
15:35:3,-26.340789873446504
15:35:5,-26.028644332471373
15:35:6,-26.231468089855436
15:35:7,-25.90355154535784
15:35:9,-28.241024389437253
15:35:10,-25.61376565152605
15:35:11,-25.914826886742212
15:35:13,-25.844406115043736
15:35:14,-27.350730168191767
15:35:16,-28.129919222896817
15:35:17,-26.162483815939233
15:35:18,-27.77758435320029
15:35:20,-26.639854683925826
15:35:21,-27.93936050091794
15:35:22,-27.504784661927786
15:35:24,-26.85381471381888
15:35:25,-25.588537034765725
15:35:26,-25.811159305143114
15:35:28,-25.458673447340207
15:35:29,-26.3513740574438
15:35:31,-27.67943697035381
15:35:32,-27.165465791568106
15:35:33,-24.955267558830315
15:35:35,-25.77191540082149
15:35:36,-25.401310746425754
15:35:38,-23.565557191954994
15:35:39,-25.13817977646815
15:35:40,-23.75786160093616
15:35:42,-26.23327966794968
15:35:43,-25.514942999871412
15:35:44,-26.936729496038197
15:35:46,-23.225271938651378
15:35:47,-27.26711409217274
15:35:49,-26.788216198791005
15:35:50,-25.419415130912213
15:35:51,-25.755424826937606
15:35:53,-26.90142408539395
15:35:54,-24.08781860436754
15:35:55,-25.466247259060992
15:35:57,-26.084033981696724
15:35:58,-25.864524989729745
15:36:0,-23.90495006407276
15:36:1,-29.849708143292982
15:36:2,-26.71960562268247
15:36:4,-25.824824136074117
15:36:5,-25.113708223874838
15:36:6,-25.052200515266318
15:36:8,-25.23933389193374
15:36:9,-25.229592142235624
15:36:10,-26.73594412555118
15:36:12,-25.96454390954864
15:36:13,-26.40206349600648
15:36:15,-26.15004217059822
15:36:16,-24.29109430497176
15:36:17,-25.519470297399852
15:36:19,-27.809282639807957
15:36:20,-27.168077684240725
15:36:21,-28.435486520354214
15:36:23,-27.634858081246442
15:36:24,-24.301884771095107
15:36:25,-22.46003229755017
15:36:27,-27.438029577686905
15:36:28,-29.484968455584777
15:36:30,-28.400880008933235
15:36:31,-25.873866447513443
15:36:32,-23.492547492022645
15:36:34,-22.44137414703582
15:36:35,-24.40434883333004
15:36:37,-29.46548095816306
15:36:38,-27.446401154230685
15:36:39,-25.8374263233952
15:36:41,-24.27923609409458
15:36:42,-26.018943335968473
15:36:43,-26.411829556166587
15:36:45,-27.126694540609357
15:36:46,-27.172977446309687
15:36:48,-25.340754811427058
15:36:49,-28.469910958256662
15:36:50,-27.813921433071357
15:36:52,-29.669712996949276
15:36:53,-29.786281411535164
15:36:54,-31.73701707411164
15:36:56,-28.472645980114663
15:36:57,-30.940546350269912
15:36:58,-27.51708003771396
15:37:0,-25.008356383221873
15:37:1,-27.018426182657066
15:37:3,-30.20028467030125
15:37:4,-32.19549875613196
15:37:5,-30.376858305465134
15:37:7,-31.417681818187702
15:37:8,-30.55111842434432
15:37:10,-28.49118067261704
15:37:11,-27.784394576688772
15:37:12,-31.006273608827065
15:37:14,-29.87286085019472
15:37:15,-30.214084879123053
15:37:16,-29.64783807568159
15:37:18,-30.120457695790492
15:37:19,-29.10896337589003
15:37:21,-30.93733028622602
15:37:22,-34.84167439855291
15:37:23,-31.855710973934777
15:37:25,-32.165255323002924
15:37:26,-30.79500695805237
15:37:27,-29.986329157376087
15:37:29,-30.3996151348121
15:37:30,-31.478123198155075
15:37:31,-31.638763130225055
15:37:33,-29.18848758598127
15:37:34,-31.484017309712357
15:37:36,-29.287006359279427
15:37:37,-30.94708152599535
15:37:38,-29.139925738827372
15:37:40,-30.0960608693942
15:37:41,-29.687991236124557
15:37:42,-29.68435639722894
15:37:44,-31.084457645096897
15:37:45,-29.890502191026194
15:37:47,-31.365351379113466
15:37:48,-32.46511164691176
15:37:49,-31.912059753422298
15:37:51,-29.92827317267959
15:37:52,-31.31068878318827
15:37:53,-32.0812711551915
15:37:55,-30.17251193180837
15:37:56,-30.075503871207424
15:37:58,-32.266908847893475
15:37:59,-30.503317112911713
15:38:0,-30.769816371814915
15:38:2,-31.021798216648673
15:38:3,-27.692446025101987
15:38:4,-28.03144212465408
15:38:6,-30.911923968739767
15:38:7,-31.20386840275394
15:38:8,-29.59659194429357
15:38:10,-28.60523288604788
15:38:11,-30.141023651492496
15:38:13,-29.296141069159674
15:38:14,-29.510665173410242
15:38:15,-31.997995720280183
15:38:17,-30.286758671708913
15:38:18,-30.422812558693472
15:38:19,-30.397274433128366
15:38:21,-29.863607735061883
15:38:22,-27.954668530194134
15:38:24,-26.868732912275846
15:38:25,-25.202000153195034
15:38:26,-22.936410964688893
15:38:28,-20.706773359779568
15:38:29,-28.063929116272043
15:38:30,-25.14943288574184
15:38:32,-24.56007893963548
15:38:33,-25.688769765489962
15:38:35,-23.970294736884235
15:38:36,-24.333970039935203
15:38:37,-27.569386176373637
15:38:39,-24.720308690678365
15:38:40,-28.53897974683251
15:38:41,-27.985246570312235
15:38:43,-27.73115471901135
15:38:44,-27.293143722413532
15:38:45,-27.21392377258117
15:38:47,-27.848220881164558
15:38:48,-27.237347451500703
15:38:50,-27.490985822665095
15:38:51,-24.712101300805305
15:38:52,-25.097003499393985
15:38:54,-23.795447739944677
15:38:55,-25.09506826870718
15:38:57,-25.686443675204387
15:38:58,-28.263388887387745
15:38:59,-28.62730593674349
15:39:1,-26.89815840399454
15:39:2,-26.992684363831106
15:39:3,-27.033089384722647
15:39:5,-28.011053691278313
15:39:6,-28.41982236350631
15:39:7,-29.39223286614213
15:39:9,-28.92527131647973
15:39:10,-25.949423136554024
15:39:12,-29.536366893218798
15:39:13,-25.986631842486865
15:39:14,-27.909711364480945
15:39:16,-28.770693445470048
15:39:17,-29.400927394269864
15:39:18,-28.991732365781733
15:39:20,-30.286184246163018
15:39:21,-28.13896656058073
15:39:23,-28.251130850828194
15:39:24,-28.879918394038647
15:39:25,-28.736449392903385
15:39:27,-28.384530188121964
15:39:28,-28.301881574766107
15:39:29,-28.54818463019489
15:39:31,-26.78355652964826
15:39:32,-28.199361307883656
15:39:33,-28.09861304476335
15:39:35,-27.172273899489472
15:39:36,-27.400302331387802
15:39:38,-26.575355160793652
15:39:39,-28.89381905762313
15:39:40,-26.915870762453995
15:39:42,-28.656766530966355
15:39:43,-25.648631928730083
15:39:45,-28.28675968142813
15:39:46,-25.057388565513
15:39:47,-27.21864902460886
15:39:49,-27.809205855269997
15:39:50,-27.97340412093771
15:39:51,-27.69873381448534
15:39:53,-30.179563703890857
15:39:54,-30.781222661165828
15:39:55,-28.7274737802063
15:39:57,-29.47012677552753
15:39:58,-29.36545952995107
15:40:0,-28.183597825471175
15:40:1,-29.22806774518839
15:40:2,-28.419267563241547
15:40:4,-27.600599265429466
15:40:5,-28.159123768002736
15:40:6,-27.527744421234512
15:41:16,-27.18394728560987
15:41:17,-29.30248969385771
15:41:18,-28.36334976459611
15:41:20,-27.363406297367078
15:41:21,-27.373118553276807
15:41:22,-27.136494758262888
15:41:24,-21.442744498014488
15:41:25,-26.10577373607232
15:41:26,-26.262962456386596
